 *  Executing task: platformio device monitor 

--- Terminal on /dev/cu.usbserial-10 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
77488 00:00:00.000 R 19f21420 00 eb 04 0d 00 80 70 00
77489 00:00:00.000 R 09f80200 e9 fd ff ff 00 00 ff ff
77501 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
77501 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
77679 00:00:00.000 R 09f11200 ea ff ff ff 7f f0 ff fc
77680 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
77680 00:00:00.000 R 09fd0202 5a 54 02 9a 3b fa ff ff
77693 00:00:00.000 R 15fd0723 ff c0 ce 71 ff 7f ff ff
77694 00:00:00.000 R 15fd0600 ea cf 71 ff ff ff ff ff
77695 00:00:00.000 R 15fd0700 ea 00 cf 71 ff 7f ff ff
77869 00:00:00.000 R 09fd0202 5c 51 02 d4 48 fa ff ff
77873 00:00:00.000 R 09f11200 ed ff ff ff 7f f0 ff fc
77873 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
77874 00:00:00.000 R 09f80200 ed fc 0f 7e 00 00 ff ff
77885 00:00:00.000 R 09f80200 ee fd 21 7e 00 00 ff ff
77887 00:00:00.000 R 09fd0202 5d 5c 02 e2 49 fa ff ff
78079 00:00:00.000 R 09fd0202 5e 69 02 44 4a fa ff ff
78083 00:00:00.000 R 09f11200 ef ff ff ff 7f f0 ff fc
78083 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
78083 00:00:00.000 R 15fd0800 ef 00 00 cf 71 ff ff ff
78095 00:00:00.000 R 0df50b23 ff 6f 01 00 00 00 00 ff
78096 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
78107 00:00:00.000 R 15fd0723 ff c0 ce 71 ff 7f ff ff
78107 00:00:00.000 R 09fd0202 5f 7b 02 1b 4b fa ff ff
78180 00:00:00.000 R 0df80500 ef ac 4d e0 35 d7 17 00 00 dd 6d d9 89 09 07 00 50 08 92 34 05 b9 ff c0 41 5e ff ff ff ff ff 20 fc 09 82 00 ff 7f ff ff ff 7f ff
78192 00:00:00.000 R 15fd0600 ef cf 71 ff ff ff ff ff
78193 00:00:00.000 R 15fd0700 ef 00 cf 71 ff 7f ff ff
78296 00:00:00.000 R 0df01000 ef f0 ac 4d e0 35 d7 17
78297 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
78298 00:00:00.000 R 09f80200 ef fc 0f 7e 00 00 ff ff
78310 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
78311 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
78311 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
78488 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
78489 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
78499 00:00:00.000 R 09fd0202 61 9e 02 29 49 fa ff ff
78503 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
78503 00:00:00.000 R 09f80200 f1 fc 0f 7e 00 00 ff ff
78514 00:00:00.000 R 09f80200 f2 fd 21 7e 00 00 ff ff
78693 00:00:00.000 R 09fd0202 64 bf 02 3c 4b fa ff ff
78696 00:00:00.000 R 15fd0600 f2 cf 71 ff ff ff ff ff
78697 00:00:00.000 R 15fd0700 f2 00 cf 71 ff 7f ff ff
78698 00:00:00.000 R 15fd0c23 ff 00 00 19 72 04 ff ff
78709 00:00:00.000 R 09f80200 f3 fc 0f 7e 00 00 ff ff
78710 00:00:00.000 R 09f80200 f4 fd 21 7e 00 00 ff ff
78899 00:00:00.000 R 09f11200 f5 ff ff ff 7f aa ff fc
78900 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
78900 00:00:00.000 R 09fd0202 66 b7 02 e7 4e fa ff ff
78914 00:00:00.000 R 09f11200 f6 ff ff ff 7f aa ff fc
78914 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
78914 00:00:00.000 R 09f80200 f6 fc 0f 7e 00 00 ff ff
79103 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
79105 00:00:00.000 R 09fd0202 67 af 02 8d 4c fa ff ff
79108 00:00:00.000 R 09f11200 f7 ff ff ff 7f aa ff fc
79108 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
79119 00:00:00.000 R 09fd0202 68 a7 02 9c 4b fa ff ff
79121 00:00:00.000 R 09f11200 f8 ff ff ff 7f aa ff fc
79289 00:00:00.000 R 0df80900 ac 4d e0 35 d7 17 ff 7f
79290 00:00:00.000 R 09f11200 f9 ff ff ff 7f aa ff fc
79290 00:00:00.000 R 0df50b00 f9 71 01 00 00 00 00 ff
79303 00:00:00.000 R 0df90300 f9 f0 ff ff ff 7f ff ff
79303 00:00:00.000 R 09f50300 f9 00 00 ff ff ff ff ff
79304 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
79314 00:00:00.000 R 1df11a00 f9 ff ff ff aa ff ff ff
79315 00:00:00.000 R 09f11200 fa ff ff ff 7f aa ff fc
79536 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
79537 00:00:00.000 R 09fd0202 6b 93 02 32 59 fa ff ff
79540 00:00:00.000 R 09f80200 fb fc 0f 7e 00 00 ff ff
79541 00:00:00.000 R 09f80200 fc fd 21 7e 00 00 ff ff
79553 00:00:00.000 R 09f11200 fc ff ff ff 7f aa ff fc
79553 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
79742 00:00:00.000 R 09f11200 00 ff ff ff 7f aa ff fc
79743 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
79743 00:00:00.000 R 09fd0202 6d 85 02 db 55 fa ff ff
79757 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
79757 00:00:00.000 R 09f80200 00 fc 0f 7e 00 00 ff ff
79758 00:00:00.000 R 09f80200 01 fd 21 7e 00 00 ff ff
79898 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
79899 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
79951 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
79952 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
79953 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
79963 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
79974 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
79975 00:00:00.000 R 09f11200 03 ff ff ff 7f aa ff fc
80128 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
80129 00:00:00.000 R 09fd0202 71 49 02 5b 54 fa ff ff
80131 00:00:00.000 R 09f11200 05 ff ff ff 7f aa ff fc
80132 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
80142 00:00:00.000 R 15fd0800 05 00 00 cf 71 ff ff ff
80143 00:00:00.000 R 0df50b23 ff 6f 01 00 00 00 00 ff
80329 00:00:00.000 R 0df80500 05 ac 4d e0 35 d7 17 00 00 dd 6d d9 89 09 07 00 50 08 92 34 05 b9 ff c0 41 5e ff ff ff ff ff 20 fc 09 82 00 ff 7f ff ff ff 7f ff
80341 00:00:00.000 R 15fd0600 05 cf 71 ff ff ff ff ff
80342 00:00:00.000 R 15fd0700 05 00 cf 71 ff 7f ff ff
80342 00:00:00.000 R 0df01000 05 f0 ac 4d e0 35 d7 17
80353 00:00:00.000 R 09f80200 05 fc 0f 7e 00 00 ff ff
80355 00:00:00.000 R 09f80200 06 fd 21 7e 00 00 ff ff
80532 00:00:00.000 R 09f11200 09 ff ff ff 7f aa ff fc
80533 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
80533 00:00:00.000 R 09fd0202 76 19 02 c3 50 fa ff ff
80546 00:00:00.000 R 09f11200 0a ff ff ff 7f aa ff fc
80547 00:00:00.000 R 09fd0202 77 28 02 f4 52 fa ff ff
80549 00:00:00.000 R 15fd0723 ff c0 d0 71 ff 7f ff ff
80560 00:00:00.000 R 15fd0700 0a 00 cf 71 ff 7f ff ff
80560 00:00:00.000 R 09f80200 0b fd 21 7e 00 00 ff ff
80639 00:00:00.000 R 09f11200 0b ff ff ff 7f aa ff fc
80639 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
80743 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
80744 00:00:00.000 R 09fd0202 78 37 02 3b 53 fa ff ff
80747 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
80748 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
80759 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
80760 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
80938 00:00:00.000 R 09f11200 0c ff ff ff 7f aa ff fc
80939 00:00:00.000 R 09fd0202 79 4c 02 58 4f fa ff ff
80942 00:00:00.000 R 09f11200 0d ff ff ff 7f aa ff fc
80942 00:00:00.000 R 09f80200 0d fc 0f 7e 00 00 ff ff
80954 00:00:00.000 R 09f80200 0e fd 21 7e 00 00 ff ff
80956 00:00:00.000 R 09fd0202 7a 60 02 35 4b fa ff ff
80968 00:00:00.000 R 09f11200 0e ff ff ff 7f aa ff fc
81148 00:00:00.000 R 09fd0202 7b 75 02 3c 4c fa ff ff
81151 00:00:00.000 R 09f11200 0f ff ff ff 7f aa ff fc
81151 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
81151 00:00:00.000 R 0df50b23 ff 6f 01 00 00 00 00 ff
81163 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
81163 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
81346 00:00:00.000 R 0df50b00 10 6e 01 00 00 00 00 ff
81349 00:00:00.000 R 0df90300 10 f0 ff ff ff 7f ff ff
81349 00:00:00.000 R 09f50300 10 00 00 ff ff ff ff ff
81360 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
81360 00:00:00.000 R 1df11a00 10 ff ff ff aa ff ff ff
81360 00:00:00.000 R 09fd0202 7d 92 02 13 59 fa ff ff
81373 00:00:00.000 R 09f11200 11 ff ff ff 7f aa ff fc
81373 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
81384 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
81384 00:00:00.000 R 09f80200 12 fc 0f 7e 00 00 ff ff
81467 00:00:00.000 R 09f80200 13 fd 21 7e 00 00 ff ff
81469 00:00:00.000 R 09fd0202 7f 98 02 2d 50 fa ff ff
81472 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
81549 00:00:00.000 R 09f11200 13 ff ff ff 7f aa ff fc
81550 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
81550 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
81562 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
81563 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
81563 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
81574 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
81575 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
81789 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
81790 00:00:00.000 R 09fd0202 82 87 02 0e 4a fa ff ff
81793 00:00:00.000 R 09f11200 16 ff ff ff 7f aa ff fc
81793 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
81804 00:00:00.000 R 09fd0202 83 80 02 2a 4b fa ff ff
81806 00:00:00.000 R 09f11200 17 ff ff ff 7f aa ff fc
81984 00:00:00.000 R 09f80200 17 fc 0f 7e 00 00 ff ff
81987 00:00:00.000 R 09f80200 18 fd 55 7e 00 00 ff ff
81988 00:00:00.000 R 09fd0202 84 7c 02 11 49 fa ff ff
81991 00:00:00.000 R 09f11200 18 ff ff ff 7f aa ff fc
82001 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
82179 00:00:00.000 R 18ea2202 00 ee 00
82180 00:00:00.000 R 09fd0202 85 78 02 b3 46 fa ff ff
82183 00:00:00.000 R 09f11200 19 ff ff ff 7f aa ff fc
82183 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
82194 00:00:00.000 R 15fd0800 19 00 00 cf 71 ff ff ff
82195 00:00:00.000 R 18ea0002 00 ee 00
82195 00:00:00.000 R 0df50b00 1a 6e 01 00 00 00 00 ff
82206 00:00:00.000 R 0df90300 1a f0 ff ff ff 7f ff ff
82277 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
82277 00:00:00.000 R 09f50300 1a 00 00 ff ff ff ff ff
82278 00:00:00.000 R 1df11a00 1a ff ff ff aa ff ff ff
82288 00:00:00.000 R 09fd0202 86 76 02 25 44 fa ff ff
82407 00:00:00.000 R 18ea0402 00 ee 00
82408 00:00:00.000 R 18eeff04 19 23 be 2f 00 82 f0 c0
82408 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
82420 00:00:00.000 R 19f21420 00 eb 04 0d 00 80 70 00
82421 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
82422 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
82790 00:00:00.000 R 15fd060f 00 00 00 36 0b f5 03 ff
82792 00:00:00.000 R 09f11200 1b ff ff ff 7f aa ff fc
82792 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
82803 00:00:00.000 R 09fd0202 87 70 02 60 41 fa ff ff
82805 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
82806 00:00:00.000 R 09fd0202 88 6a 02 4a 3f fa ff ff
82983 00:00:00.000 R 09f11200 1c ff ff ff 7f aa ff fc
82984 00:00:00.000 R 19f21420 00 eb 04 0d 00 80 70 00
82985 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
82996 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
82996 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
82997 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
83008 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
83019 00:00:00.000 R 09f80200 1c fc 0f 7e 00 00 ff ff
83083 00:00:00.000 R 09fd0202 8b 52 02 c1 40 fa ff ff
83086 00:00:00.000 R 09f11200 20 ff ff ff 7f aa ff fc
83086 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
83087 00:00:00.000 R 09fd0202 8c 46 02 1b 43 fa ff ff
83099 00:00:00.000 R 09f11200 21 ff ff ff 7f aa ff fc
83100 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
83222 00:00:00.000 R 09fd0202 8d 3c 02 95 45 fa ff ff
83226 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
83227 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
83228 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
83238 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
83239 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
83413 00:00:00.000 R 09fd0202 8e 31 02 93 47 fa ff ff
83417 00:00:00.000 R 09f11200 23 ff ff ff 7f aa ff fc
83417 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
83417 00:00:00.000 R 09fd0202 8f 2c 02 68 48 fa ff ff
83430 00:00:00.000 R 0df50b23 ff 6f 01 00 00 00 00 ff
83431 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
83604 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
83606 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
83607 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
83618 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
84231 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
84232 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
84242 00:00:00.000 R 09f11200 25 ff ff ff 7f aa ff fc
84243 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
84253 00:00:00.000 R 09fd0202 91 20 02 14 46 fa ff ff
84256 00:00:00.000 R 09f11200 26 ff ff ff 7f aa ff fc
84257 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
84267 00:00:00.000 R 09fd0202 95 0f 02 99 40 fa ff ff
84335 00:00:00.000 R 09f11200 2a ff ff ff 7f aa ff fc
84335 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
84336 00:00:00.000 R 09fd0202 96 0e 02 f9 43 fa ff ff
84410 00:00:00.000 R 09f11200 2b ff ff ff 7f aa ff fc
84411 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
84411 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
84423 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
84424 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
84424 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
84435 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
84436 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
84651 00:00:00.000 R 15fd0800 2d 00 00 cf 71 ff ff ff
84652 00:00:00.000 R 0df50b23 ff 6f 01 00 00 00 00 ff
84653 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
84664 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
84664 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
84675 00:00:00.000 R 09fd0202 99 0a 02 d2 45 fa ff ff
84846 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
84847 00:00:00.000 R 09f50300 2e 00 00 ff ff ff ff ff
84847 00:00:00.000 R 1df11a00 2e ff ff ff aa ff ff ff
84858 00:00:00.000 R 09fd0202 9a 0e 02 58 42 fa ff ff
84861 00:00:00.000 R 09f11200 2f ff ff ff 7f aa ff fc
84861 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
85037 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
85037 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
85039 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
85049 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
85050 00:00:00.000 R 09f11200 31 ff ff ff 7f aa ff fc
85060 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
85061 00:00:00.000 R 09f11200 32 ff ff ff 7f aa ff fc
85122 00:00:00.000 R 09f11200 34 ff ff ff 7f aa ff fc
85123 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
85123 00:00:00.000 R 09fd0202 a0 75 02 1f 43 fa ff ff
85136 00:00:00.000 R 09f11200 35 ff ff ff 7f aa ff fc
85137 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
85137 00:00:00.000 R 09f80200 35 fc 0f 7e 00 00 ff ff
85272 00:00:00.000 R 09f80200 36 fd 55 7e 00 00 ff ff
85275 00:00:00.000 R 09fd0202 a1 80 02 5e 41 fa ff ff
85277 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
85278 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
85290 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
85290 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
85464 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
85465 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
85465 00:00:00.000 R 0df80500 37 ac 4d 50 47 d8 17 00 00 dd 6d d9 89 09 07 00 50 08 92 34 05 b9 ff 20 51 44 ff ff ff ff ff 2f fc 08 82 00 ff 7f ff ff ff 7f ff
85488 00:00:00.000 R 09fd0202 a3 86 02 94 47 fa ff ff
85491 00:00:00.000 R 15fd0600 37 cf 71 ff ff ff ff ff
85492 00:00:00.000 R 15fd0700 37 00 cf 71 ff 7f ff ff
85667 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
85669 00:00:00.000 R 09f11200 39 ff ff ff 7f aa ff fc
85669 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
85680 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
85680 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
85681 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
85845 00:00:00.000 R 09f80200 3a fc 0f 7e 00 00 ff ff
85848 00:00:00.000 R 09f80200 3b fd 55 7e 00 00 ff ff
85849 00:00:00.000 R 09fd0202 a6 85 02 3b 4a fa ff ff
85852 00:00:00.000 R 09f11200 3b ff ff ff 7f aa ff fc
85863 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
85863 00:00:00.000 R 09fd0202 a7 7d 02 ec 48 fa ff ff
85865 00:00:00.000 R 09f11200 3c ff ff ff 7f aa ff fc
85876 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
86054 00:00:00.000 R 09f80200 40 fd 21 7e 00 00 ff ff
86056 00:00:00.000 R 09f11200 40 ff ff ff 7f aa ff fc
86057 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
86057 00:00:00.000 R 09fd0202 ab 89 02 84 45 fa ff ff
86070 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
86071 00:00:00.000 R 09f11200 41 ff ff ff 7f aa ff fc
86082 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
86082 00:00:00.000 R 15fd0800 41 00 00 cf 71 ff ff ff
86259 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
86260 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
86261 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
86271 00:00:00.000 R 0df80500 41 ac 4d 50 47 d8 17 00 00 dd 6d d9 89 09 07 00 50 08 92 34 05 b9 ff 20 51 44 ff ff ff ff ff 20 fc 08 82 00 ff 7f ff ff ff 7f ff
86284 00:00:00.000 R 15fd0600 41 cf 71 ff ff ff ff ff
86285 00:00:00.000 R 15fd0700 41 00 cf 71 ff 7f ff ff
86295 00:00:00.000 R 0df01000 41 f0 ac 4d 50 47 d8 17
86296 00:00:00.000 R 09f80200 41 fc 0f 7e 00 00 ff ff
86473 00:00:00.000 R 09fd0202 af d5 02 d0 47 fa ff ff
86477 00:00:00.000 R 09f80200 43 fc 0f 7e 00 00 ff ff
86478 00:00:00.000 R 09f80200 44 fd 21 7e 00 00 ff ff
86479 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
86490 00:00:00.000 R 09fd0202 b0 ef 02 4e 49 fa ff ff
86492 00:00:00.000 R 09f11200 44 ff ff ff 7f f0 ff fc
86671 00:00:00.000 R 15fd0600 44 cf 71 ff ff ff ff ff
86673 00:00:00.000 R 15fd0700 44 00 cf 71 ff 7f ff ff
86674 00:00:00.000 R 09f80200 45 fc 0f 7e 00 00 ff ff
86686 00:00:00.000 R 09f80200 46 fd 21 7e 00 00 ff ff
86687 00:00:00.000 R 09f11200 46 ff ff ff 7f f0 ff fc
86688 00:00:00.000 R 15fd0c23 ff 00 00 1e 72 04 ff ff
86698 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
86699 00:00:00.000 R 09fd0202 b2 0c 03 fa 44 fa ff ff
86776 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
86776 00:00:00.000 R 09fd0202 b3 15 03 8c 45 fa ff ff
86779 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
86780 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
86905 00:00:00.000 R 09f11200 48 ff ff ff 7f f0 ff fc
86906 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
86906 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
86918 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
86919 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
86919 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
87083 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
87084 00:00:00.000 R 09fd0202 b4 13 03 57 47 fa ff ff
87087 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
87087 00:00:00.000 R 09f80200 48 fc 0f 7e 00 00 ff ff
87099 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
87110 00:00:00.000 R 09f80200 49 fd 21 7e 00 00 ff ff
87111 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
87287 00:00:00.000 R 0df80900 ff ff 50 47 d8 17 ff 7f
87287 00:00:00.000 R 0df50b00 4b 6e 01 00 00 00 00 ff
87289 00:00:00.000 R 0df90300 4b f0 ff ff ff 7f ff ff
87300 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
87300 00:00:00.000 R 09f50300 4b 00 00 ff ff ff ff ff
87301 00:00:00.000 R 1df11a00 4b ff ff ff f0 ff ff ff
87311 00:00:00.000 R 09fd0202 b7 f2 02 3b 44 fa ff ff
87314 00:00:00.000 R 09f11200 4c ff ff ff 7f f0 ff fc
87485 00:00:00.000 R 09f11200 4d ff ff ff 7f f0 ff fc
87486 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
87486 00:00:00.000 R 09f80200 4d fd 21 7e ff ff ff ff
87499 00:00:00.000 R 09fd0202 b9 d4 02 13 46 fa ff ff
87501 00:00:00.000 R 09f11200 4e ff ff ff 7f f0 ff fc
87502 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
87585 00:00:00.000 R 09fd0202 ba c4 02 01 43 fa ff ff
87588 00:00:00.000 R 09f11200 4f ff ff ff 7f f0 ff fc
87588 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
87589 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
87599 00:00:00.000 R 09fd0202 bb b7 02 23 41 fa ff ff
87715 00:00:00.000 R 15fd0600 4f cf 71 ff ff ff ff ff
87717 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
87718 00:00:00.000 R 15fd0700 4f 00 cf 71 ff 7f ff ff
87729 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
87730 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
87730 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
87895 00:00:00.000 R 09f11200 52 ff ff ff 7f f0 ff fc
87896 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
87896 00:00:00.000 R 09f80200 52 fc 0f 7e 00 00 ff ff
87908 00:00:00.000 R 09f80200 53 fd 21 7e 00 00 ff ff
